id;name;type_target;classification_id;classname;subclassname;valid_since;valid_until;point;line;polygon
19;"S Tiergarten";1;396;"public_transport";"stop_position";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3364598,52.5142085]}";"";""
20;"S Tiergarten";1;542;"railway";"station";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3364598,52.5142085]}";"";""
65;"Jakob-Kaiser-Platz";1;589;"highway";"motorway_junction";"2017-01-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2906741,52.533132]}";"";""
112;"S Pichelsberg";1;542;"railway";"station";"2016-03-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2275633,52.5102387]}";"";""
136;"S Schöneberg";1;583;"highway";"bus_stop";"2016-03-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3529104,52.4797246]}";"";""
137;"S Schöneberg";1;396;"public_transport";"stop_position";"2016-03-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3529104,52.4797246]}";"";""
201;"Dreieck Funkturm";1;589;"highway";"motorway_junction";"2016-12-12";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2806327,52.4998145]}";"";""
227;"Güterbahnhof Ruhleben";1;396;"public_transport";"stop_position";"2016-01-24";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2203799,52.528359]}";"";""
313;"Heinrichplatz";1;596;"highway";"traffic_signals";"2015-11-13";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4230709,52.5002346]}";"";""
346;"U Viktoria-Luise-Platz";1;542;"railway";"station";"2016-10-10";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3430829,52.4961527]}";"";""
358;"Abschnitt 33";1;242;"amenity";"police";"2014-10-06";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3536389,52.5336632]}";"";""
364;"U Heidelberger Platz";1;542;"railway";"station";"2016-11-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3126679,52.4795995]}";"";""
381;"S Karlshorst";1;396;"public_transport";"stop_position";"2016-10-16";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.526581,52.4808666]}";"";""
382;"S Karlshorst";1;527;"railway";"undefined";"2016-10-16";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.526581,52.4808666]}";"";""
403;"Buckower Ring";1;583;"highway";"bus_stop";"2015-12-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5655065,52.5255432]}";"";""
404;"Buckower Ring";1;396;"public_transport";"stop_position";"2015-12-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5655065,52.5255432]}";"";""
414;"Jan-Petersen-Straße";1;396;"public_transport";"stop_position";"2015-09-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5615496,52.5473777]}";"";""
502;"S Yorckstraße";1;396;"public_transport";"stop_position";"2015-12-19";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3720151,52.4914726]}";"";""
503;"S Yorckstraße";1;527;"railway";"undefined";"2015-12-19";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3720151,52.4914726]}";"";""
506;"S Oranienburger Straße";1;396;"public_transport";"stop_position";"2016-02-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3929072,52.5251727]}";"";""
507;"S Oranienburger Straße";1;527;"railway";"undefined";"2016-02-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3929072,52.5251727]}";"";""
686;"S Karlshorst/Wandlitzstraße";1;396;"public_transport";"stop_position";"2015-12-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5250814,52.4800533]}";"";""
687;"S Karlshorst/Wandlitzstraße";1;543;"railway";"tram_stop";"2015-12-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5250814,52.4800533]}";"";""
703;"U Ullsteinstraße";1;396;"public_transport";"stop_position";"2016-01-15";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3843233,52.4537104]}";"";""
711;"U Richard-Wagner-Platz";1;542;"railway";"station";"2016-08-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.306588,52.517387]}";"";""
736;"Straße 603";1;583;"highway";"bus_stop";"2016-05-31";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1510156,52.5442235]}";"";""
737;"Straße 603";1;396;"public_transport";"stop_position";"2016-05-31";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1510156,52.5442235]}";"";""
759;"Lindengarten";1;169;"amenity";"restaurant";"2015-07-17";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.350191,52.5394261]}";"";""
776;"U Paulsternstraße";1;542;"railway";"station";"2016-07-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2478072,52.5380134]}";"";""
782;"Rhinstraße/Gärtnerstraße";1;396;"public_transport";"stop_position";"2015-12-27";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5098241,52.5457177]}";"";""
783;"Rhinstraße/Gärtnerstraße";1;543;"railway";"tram_stop";"2015-12-27";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5098241,52.5457177]}";"";""
835;"Sprint";1;189;"amenity";"fuel";"2014-08-06";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3133258,52.4794844]}";"";""
854;"Starbucks Coffee";1;163;"amenity";"cafe";"2014-12-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3887381,52.5194029]}";"";""
871;"Berliner Mauerweg";1;347;"tourism";"information";"2014-04-24";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3469944,52.6263779]}";"";""
985;"Starbucks";1;163;"amenity";"cafe";"2015-12-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3900182,52.5110724]}";"";""
992;"Commerzbank";1;159;"amenity";"undefined";"2013-08-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3900196,52.5113556]}";"";""
996;"Las Olas";1;169;"amenity";"restaurant";"2014-11-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4120423,52.5242638]}";"";""
1014;"Australische Botschaft";1;232;"amenity";"embassy";"2016-01-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4093648,52.5122655]}";"";""
1030;"Kienhorststraße";1;583;"highway";"bus_stop";"2016-02-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.313109,52.5750263]}";"";""
1040;"Altglienicker Brücke";1;396;"public_transport";"stop_position";"2016-01-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5434826,52.4243267]}";"";""
1125;"Chris-Gueffroy-Allee";1;396;"public_transport";"stop_position";"2015-11-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4723135,52.4609081]}";"";""
1166;"Gerds Dorfkrug";1;168;"amenity";"pub";"2013-02-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3678085,52.5682636]}";"";""
1237;"Bürgerablage";1;396;"public_transport";"stop_position";"2016-02-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2073708,52.5842422]}";"";""
1249;"Bistro 63";1;165;"amenity";"fast_food";"2016-03-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5441205,52.525691]}";"";""
1330;"Virchow-Klinikum";1;396;"public_transport";"stop_position";"2016-01-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3395775,52.5439128]}";"";""
1331;"Virchow-Klinikum";1;543;"railway";"tram_stop";"2016-01-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3395775,52.5439128]}";"";""
1344;"Fröbelstraße";1;396;"public_transport";"stop_position";"2016-01-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4258608,52.5419292]}";"";""
1345;"Fröbelstraße";1;543;"railway";"tram_stop";"2016-01-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4258608,52.5419292]}";"";""
1393;"Unter den Birken";1;396;"public_transport";"stop_position";"2015-12-13";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5886074,52.4696309]}";"";""
1394;"Unter den Birken";1;543;"railway";"tram_stop";"2015-12-13";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5886074,52.4696309]}";"";""
1422;"Ledebourstraße";1;396;"public_transport";"stop_position";"2015-12-16";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.6096169,52.4937607]}";"";""
1423;"Ledebourstraße";1;543;"railway";"tram_stop";"2015-12-16";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.6096169,52.4937607]}";"";""
1426;"Rathenaustraße/Hochschule für Technik und Wirtschaft";1;396;"public_transport";"stop_position";"2015-12-28";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5258742,52.4587748]}";"";""
1427;"Rathenaustraße/Hochschule für Technik und Wirtschaft";1;543;"railway";"tram_stop";"2015-12-28";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5258742,52.4587748]}";"";""
1625;"City Toilette";1;254;"amenity";"toilets";"2016-06-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.464036,52.4702891]}";"";""
1645;"Poelchau-Oberschule";1;174;"amenity";"school";"2015-12-31";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2878835,52.5385753]}";"";""
1647;"Stadtteilbibliothek Halemweg";1;172;"amenity";"library";"2015-03-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2888659,52.5379749]}";"";""
1653;"Postbank Finanzcenter";1;244;"amenity";"post_office";"2016-10-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1980106,52.5338083]}";"";""
1679;"Freudstraße";1;396;"public_transport";"stop_position";"2016-02-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1482259,52.554439]}";"";""
1684;"Unvernunft";1;169;"amenity";"restaurant";"2014-05-29";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2020525,52.5355167]}";"";""
1710;"Rafih";1;169;"amenity";"restaurant";"2010-03-21";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2578049,52.5082357]}";"";""
1719;"Berg Hohengatow";1;681;"natural";"peak";"2008-04-28";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1673929,52.4733705]}";"";""
1749;"Schönefeld-Nord";1;589;"highway";"motorway_junction";"2016-12-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5191407,52.3996548]}";"";""
1750;"Charlottenstraße ( 9-21 Uhr )";1;195;"amenity";"taxi";"2013-03-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2023249,52.5371198]}";"";""
1781;"Alt-Schmöckwitz";1;396;"public_transport";"stop_position";"2016-01-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.6495792,52.3759221]}";"";""
1875;"Hotel ibis Berlin Mitte";1;346;"tourism";"hotel";"2016-11-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4181101,52.5290575]}";"";""
1919;"Postbank";1;159;"amenity";"undefined";"2014-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4223153,52.5352609]}";"";""
1934;"West Apotheke";1;204;"amenity";"pharmacy";"2015-02-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1887329,52.5373662]}";"";""
1955;"Brandenburg-Apotheke";1;204;"amenity";"pharmacy";"2016-04-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3071092,52.4985622]}";"";""
1968;"Geygerstraße";1;396;"public_transport";"stop_position";"2015-11-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4438563,52.4799044]}";"";""
1976;"Alt-Heiligensee";1;183;"amenity";"bus_station";"2016-01-30";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2119298,52.6065762]}";"";""
1977;"Alt-Heiligensee";1;583;"highway";"bus_stop";"2016-01-30";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2119298,52.6065762]}";"";""
1995;"Klax Grundschule Langhansstraße";1;174;"amenity";"school";"2015-12-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4307335,52.5553761]}";"";""
2014;"EKG - Detmolder Straße 17";1;171;"amenity";"kindergarten";"2013-03-17";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3211029,52.4791322]}";"";""
2076;"EKT - Apo-Paule 35 e.V.";1;171;"amenity";"kindergarten";"2015-11-25";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3508734,52.4883013]}";"";""
2084;"EKT - Berliner Malbüro e.V.";1;171;"amenity";"kindergarten";"2015-02-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3260624,52.4758355]}";"";""
2102;"EKT - Christsterne 42 e.V.";1;171;"amenity";"kindergarten";"2015-12-18";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2932159,52.5167272]}";"";""
2105;"EKT - Die Lustmäuse e.V.";1;171;"amenity";"kindergarten";"2014-11-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3742344,52.4876781]}";"";""
2111;"EKT - Die Entdecker e.V.";1;171;"amenity";"kindergarten";"2014-07-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3606221,52.5620245]}";"";""
2140;"EKT - Droysen-Mäuse e.V.";1;171;"amenity";"kindergarten";"2011-10-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3022633,52.5010503]}";"";""
2295;"EKT - Kurdistan Kultur- und Hilfeverein e.V.";1;171;"amenity";"kindergarten";"2015-02-27";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4379177,52.4699402]}";"";""
2304;"EKT - Momo e.V.";1;171;"amenity";"kindergarten";"2016-12-15";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3356886,52.5221385]}";"";""
2348;"EKT - Nervensägen e.V.";1;171;"amenity";"kindergarten";"2014-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3764346,52.488934]}";"";""
2378;"EKT - Pinocchio e.V.";1;171;"amenity";"kindergarten";"2009-09-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3483308,52.5464017]}";"";""
2415;"EKT - Schülerladen Trau Dich e.V.";1;171;"amenity";"kindergarten";"2009-01-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.43325,52.50299]}";"";""
2425;"EKT - Spatzennest e.V.";1;171;"amenity";"kindergarten";"2009-02-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3609857,52.4136709]}";"";""
2487;"Heilpäd.Kita d.Mitarb.d.Kinderklinik d.Humboldt-Uni e.V.";1;171;"amenity";"kindergarten";"2015-12-24";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2488688,52.5175883]}";"";""
2498;"EKT- Die Kappe";1;171;"amenity";"kindergarten";"2014-06-30";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5149,52.4829171]}";"";""
2509;"Ev. Kita/Kreiskirchenrat d.Kirchenkr. Nkl";1;171;"amenity";"kindergarten";"2013-11-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4414405,52.4725188]}";"";""
2559;"Kita der Ev. Kirchengem. Petri-Luisenstadt";1;171;"amenity";"kindergarten";"2015-02-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4059492,52.5108488]}";"";""
2577;"Kita der Ev. Kirchengem. Johannes";1;171;"amenity";"kindergarten";"2009-01-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.29525,52.43559]}";"";""
2585;"Kita der Ev. Kirchengem. Konradshöhe-Tegelort";1;171;"amenity";"kindergarten";"2014-03-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2315355,52.5709893]}";"";""
2644;"Kita des Auswärtigen Amtes";1;171;"amenity";"kindergarten";"2015-05-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3951899,52.5138796]}";"";""
2690;"Kita Traumhaus/Berliner Spatzen e.V.";1;171;"amenity";"kindergarten";"2012-05-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5803479,52.4172204]}";"";""
2713;"Kita/Ev .Luth.Marien-Gem.Berlin-Zehlendorf";1;171;"amenity";"kindergarten";"2012-01-15";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2614351,52.4407703]}";"";""
2743;"Kita/VAK-Verein z.Betreuung ausländ.u.deutscher Kinder e.V.";1;171;"amenity";"kindergarten";"2015-12-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4254319,52.499723]}";"";""
2756;"MINI-KIDS mit GRIPS Kita e.V.";1;171;"amenity";"kindergarten";"2011-05-06";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.313111,52.6165902]}";"";""
2776;"Schul-Hortgruppe/Hilfe f.d.autistische Kind e.V.";1;171;"amenity";"kindergarten";"2017-01-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3283312,52.4936236]}";"";""
2841;"Städt. Kita Askanierring 154a";1;171;"amenity";"kindergarten";"2009-01-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.19385,52.54734]}";"";""
2859;"Tierarztpraxis am Urban";1;171;"amenity";"kindergarten";"2016-10-30";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4052329,52.4956842]}";"";""
2891;"Städt. Kita Erich-Weinert-Straße 33";1;171;"amenity";"kindergarten";"2009-05-08";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4192366,52.55117]}";"";""
2929;"Städt. Kita Kleine Auguststraße 10/11";1;171;"amenity";"kindergarten";"2014-04-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3991396,52.5279209]}";"";""
2952;"Städt. Kita Homburger Straße 11";1;171;"amenity";"kindergarten";"2015-07-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3157064,52.4739812]}";"";""
2985;"Städt. Kita Oppelner Straße 21";1;171;"amenity";"kindergarten";"2015-10-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4385285,52.4977101]}";"";""
3005;"Städt. Kita Magistratsweg 69/73";1;171;"amenity";"kindergarten";"2015-12-31";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1606284,52.5271775]}";"";""
3011;"Städt. Kita Mansfelder Straße 13";1;171;"amenity";"kindergarten";"2009-11-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3122501,52.4884802]}";"";""
3029;"Städt. Kita Schlitzer Straße 97";1;171;"amenity";"kindergarten";"2014-04-12";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3326239,52.5987103]}";"";""
3108;"Städtische Kita";1;171;"amenity";"kindergarten";"2012-03-28";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4195949,52.54571]}";"";""
3158;"Volksbank";1;159;"amenity";"undefined";"2012-01-17";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2407359,52.6180992]}";"";""
3162;"Milchladen";1;165;"amenity";"fast_food";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4165385,52.5017902]}";"";""
3163;"Milchladen";1;49;"shop";"supermarket";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4165385,52.5017902]}";"";""
3185;"Bierbaroness";1;168;"amenity";"pub";"2015-12-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4476878,52.4712171]}";"";""
3208;"Mollstraße/Prenzlauer Allee";1;396;"public_transport";"stop_position";"2016-01-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4148233,52.5264119]}";"";""
3280;"Jafféstraße";1;583;"highway";"bus_stop";"2016-12-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2733884,52.4996474]}";"";""
3321;"Minigolf am Gemeindepark";1;861;"sport";"golf";"2013-12-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3519725,52.4331553]}";"";""
3322;"Minigolf am Gemeindepark";1;616;"leisure";"miniature_golf";"2013-12-11";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3519725,52.4331553]}";"";""
3379;"Lützowplatz";1;396;"public_transport";"stop_position";"2016-01-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3518007,52.5049617]}";"";""
3423;"Beumer & Luthum";1;163;"amenity";"cafe";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4431806,52.4970634]}";"";""
3424;"Beumer & Luthum";1;24;"shop";"bakery";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4431806,52.4970634]}";"";""
3429;"HEM";1;189;"amenity";"fuel";"2013-02-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.6168456,52.5051079]}";"";""
3472;"Lahnstraße/U-Bahnhof Neukölln";1;396;"public_transport";"stop_position";"2015-11-26";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4420844,52.4672169]}";"";""
3497;"Block der Frauen";1;646;"historic";"memorial";"2015-07-10";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4050723,52.5210717]}";"";""
3503;"Britische Botschaft";1;232;"amenity";"embassy";"2017-01-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3808133,52.5155641]}";"";""
3515;"Best Sabel Grundschule";1;174;"amenity";"school";"2014-06-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.6004336,52.5191714]}";"";""
3555;"Güntzelstraße/Uhlandstraße";1;583;"highway";"bus_stop";"2016-07-03";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3230265,52.4912607]}";"";""
3585;"Tor 1";1;453;"barrier";"undefined";"2013-12-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.6449087,52.5262909]}";"";""
3607;"Kieser Training";1;623;"leisure";"sports_centre";"2015-06-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4693072,52.4338756]}";"";""
3651;"Fliegender Tisch";1;169;"amenity";"restaurant";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4620486,52.5131538]}";"";""
3734;"Spreves";1;47;"shop";"kiosk";"2015-05-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5784714,52.452062]}";"";""
3735;"Spreves";1;189;"amenity";"fuel";"2015-05-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5784714,52.452062]}";"";""
3736;"Penny";1;49;"shop";"supermarket";"2016-05-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5128971,52.4621977]}";"";""
3745;"Rudolf Virchow";1;630;"historic";"undefined";"2013-12-08";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3681079,52.4893591]}";"";""
3879;"Restaurant Athos";1;169;"amenity";"restaurant";"2015-12-22";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5013737,52.5130255]}";"";""
3886;"Szimpla";1;169;"amenity";"restaurant";"2016-08-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4612325,52.5111767]}";"";""
3914;"Biesdorfer Parkbühne";1;221;"amenity";"theatre";"2015-12-25";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5589963,52.5117219]}";"";""
3915;"Café Lutetia";1;163;"amenity";"cafe";"2015-12-31";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2019954,52.5370841]}";"";""
3951;"Bärliner Apotheke Marzahn";1;204;"amenity";"pharmacy";"2015-02-05";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5724583,52.5678242]}";"";""
3953;"Post24/7-Station";1;244;"amenity";"post_office";"2014-10-08";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4554338,52.452897]}";"";""
4070;"tabak & presse";1;47;"shop";"kiosk";"2014-09-23";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3304755,52.4996777]}";"";""
4097;"Zum Heckeshorn";1;583;"highway";"bus_stop";"2016-02-02";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1610684,52.4304355]}";"";""
4107;"Jägerklause";1;169;"amenity";"restaurant";"2015-12-25";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4480647,52.5134101]}";"";""
4111;"Persiusstraße";1;583;"highway";"bus_stop";"2015-12-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4620723,52.500778]}";"";""
4113;"TÜV";1;111;"shop";"car";"2015-12-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3130119,52.5843524]}";"";""
4128;"Nikolai-Kapelle";1;241;"amenity";"place_of_worship";"2016-04-16";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5908398,52.4312243]}";"";""
4151;"Pharmland Apotheke";1;204;"amenity";"pharmacy";"2014-08-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4969632,52.4996917]}";"";""
4172;"Bistro Nazar";1;165;"amenity";"fast_food";"2016-02-25";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3852862,52.4844684]}";"";""
4196;"Commerzbank";1;159;"amenity";"undefined";"2014-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2971697,52.4429462]}";"";""
4199;"Thürmann";1;24;"shop";"bakery";"2014-09-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2966499,52.4427768]}";"";""
4204;"Recyclinghof Ostpreußendamm";1;247;"amenity";"recycling";"2014-11-16";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3263275,52.4410133]}";"";""
4253;"Lidl";1;49;"shop";"supermarket";"2010-12-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3618397,52.4173514]}";"";""
4286;"Glückskind Apotheke";1;204;"amenity";"pharmacy";"2015-12-17";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.1424401,52.5249401]}";"";""
4311;"Hellersdorfer Straße/Gülzower Straße";1;583;"highway";"bus_stop";"2016-08-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.588956,52.5184022]}";"";""
4312;"Hellersdorfer Straße/Gülzower Straße";1;396;"public_transport";"stop_position";"2016-08-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.588956,52.5184022]}";"";""
4376;"Blaumilchkanal";1;168;"amenity";"pub";"2015-12-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4043646,52.5511652]}";"";""
4443;"Steinstücken";1;583;"highway";"bus_stop";"2016-11-06";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.129835,52.38892]}";"";""
4484;"Krankenhaus Hedwigshöhe";1;583;"highway";"bus_stop";"2012-12-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5685472,52.4060519]}";"";""
4485;"Krankenhaus Hedwigshöhe";1;396;"public_transport";"stop_position";"2012-12-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5685472,52.4060519]}";"";""
4488;"City Toilette";1;254;"amenity";"toilets";"2016-04-07";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.272575,52.5891123]}";"";""
4579;"Dahlem Dorf";1;195;"amenity";"taxi";"2013-03-20";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.2904694,52.4576677]}";"";""
4606;"Jugendgästehaus Falkenberg";1;344;"tourism";"guest_house";"2014-08-04";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.5399969,52.5690226]}";"";""
4610;"radlager";1;110;"shop";"bicycle";"2013-01-17";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4192797,52.4917563]}";"";""
4691;"Shivas Thali";1;169;"amenity";"restaurant";"2015-12-14";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4499725,52.5223064]}";"";""
4718;"General-Woyna-Straße";1;583;"highway";"bus_stop";"2016-02-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.3163351,52.5710132]}";"";""
4778;"Reichelt";1;49;"shop";"supermarket";"2016-05-09";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.4506208,52.5197615]}";"";""
4791;"Ollenhauerstraße/Lindauer Allee";1;583;"highway";"bus_stop";"2016-02-01";"2017-07-10";"{""type"":""Point"",""coordinates"":[13.33281,52.5753473]}";"";""
